"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"sla-miR-10a_st",-0.762411764705883,7.45296296296296,-5.86111257600495,2.5239896323431e-06,0.036730117463553,4.5065758168819
"bta-miR-885_st",0.957294117647058,2.73074074074074,5.39518199434136,9.02460947557112e-06,0.036730117463553,3.4068435657635
"rno-miR-10a-5p_st",-0.739882352941176,7.32814814814815,-5.31168689272476,1.1350829245447e-05,0.036730117463553,3.2079972206505
"eca-miR-196b_st",-1.52788235294118,4.97,-5.22913082586938,1.42426451712886e-05,0.036730117463553,3.01098121479718
"xtr-miR-10a_st",-0.737352941176471,7.35074074074074,-5.22741500956782,1.43100086349711e-05,0.036730117463553,3.00688260234534
"spu-miR-10_st",-0.702941176470586,7.30740740740741,-5.19752729499675,1.55360171849786e-05,0.036730117463553,2.93546534892233
"eca-miR-10a_st",-0.668470588235293,7.30111111111111,-5.19711081713549,1.55538252039687e-05,0.036730117463553,2.93446985675824
"ptr-miR-10a_st",-0.727764705882351,7.30777777777778,-5.19066336453346,1.58321342680357e-05,0.036730117463553,2.91905767907909
"mmu-miR-215_st",-0.964647058823529,2.24962962962963,-5.18762554318491,1.59649887555287e-05,0.036730117463553,2.91179529617818
"sko-miR-10_st",-0.710588235294114,7.26259259259259,-5.13671278968394,1.83654503111446e-05,0.0380275014142561,2.79001779697032
"ppa-miR-10a_st",-0.731000000000001,7.29074074074074,-5.06980336515287,2.20785129018994e-05,0.0389430774047873,2.6298145241538
"ppy-miR-196b_st",-1.37876470588235,4.90888888888889,-5.01276696334854,2.58314811758095e-05,0.0389430774047873,2.49312555314555
"age-miR-10a_st",-0.74564705882353,7.26851851851852,-4.98960665236207,2.75318552734249e-05,0.0389430774047873,2.43759346242997
"bfl-miR-10a_st",-0.676235294117646,7.27222222222222,-4.9710755242904,2.89726197730416e-05,0.0389430774047873,2.39315068804402
"mdo-miR-10a_st",-0.664411764705885,7.42666666666667,-4.96035244204905,2.98404996136127e-05,0.0389430774047873,2.36742993637316
"rno-miR-196b_st",-1.39488235294117,5.03074074074074,-4.93762950647006,3.17664241097088e-05,0.0389430774047873,2.31291738998936
"cel-miR-228_st",-0.755058823529412,1.58259259259259,-4.92929007925209,3.25039919775817e-05,0.0389430774047873,2.29290831915611
"mml-miR-10a_st",-0.60929411764706,7.36037037037037,-4.89911763355867,3.53183884673867e-05,0.0389430774047873,2.22050379503075
"mml-miR-196b_st",-1.55270588235294,4.97037037037037,-4.89486163449462,3.57344958316893e-05,0.0389430774047873,2.21028948184433
"U23_st",-0.871235294117646,1.36444444444444,-4.8323812957861,4.24378393188406e-05,0.0439358950467957,2.0603107842405
"bta-miR-10a_st",-0.666470588235294,7.29037037037037,-4.78787603234255,4.79646802915651e-05,0.0472931747674832,1.95345940036945
"cfa-miR-362_st",-0.619058823529413,6.12222222222222,-4.75247316459246,5.28691881631926e-05,0.0477056509367178,1.86845789132594
"bta-miR-196b_st",-1.54917647058824,4.73259259259259,-4.74645273597415,5.37516040030128e-05,0.0477056509367178,1.85400308783094
"ppy-miR-147b_st",-1.78852941176471,3.48888888888889,-4.73615439354679,5.52951918212412e-05,0.0477056509367178,1.82927744862632
"mmu-miR-196b_st",-1.52358823529412,4.8937037037037,-4.72130608589422,5.75988251433375e-05,0.0477056509367178,1.79362847213011
"mmu-miR-10a_st",-0.66464705882353,7.26851851851852,-4.67043264312494,6.62408029831099e-05,0.0527531564064721,1.67150044964315
"bta-miR-147_st",-1.90952941176471,3.6437037037037,-4.62145734511149,7.57766830670288e-05,0.0581122962809592,1.55396036507026
"hsa-miR-10a_st",-0.586764705882351,7.37555555555556,-4.55637529169923,9.05918393523721e-05,0.0662878099122212,1.39783916595035
"hsa-miR-10b_st",-1.18123529411765,6.09925925925926,-4.53257456803749,9.67006249826697e-05,0.0662878099122212,1.34077318062533
"dse-miR-92a_st",-0.392764705882351,9.3937037037037,-4.51910368226223,0.000100337650400417,0.0662878099122212,1.30848247406112
"ggo-miR-10a_st",-0.605882352941177,7.35851851851852,-4.51756668859059,0.000100761164354004,0.0662878099122212,1.30479856949309
"hsa-miR-151-5p_st",-0.346411764705879,9.75888888888889,-4.51152139944821,0.000102444215067665,0.0662878099122212,1.29030985382365
"ggo-miR-100_st",0.58017647058823,8.5962962962963,4.48007714849677,0.00011165906735868,0.070060989355419,1.2149688199141
"dpu-miR-8_st",-0.591823529411765,1.65037037037037,-4.45168754056745,0.000120682831371552,0.0709977234900277,1.14698010799338
"ame-miR-125_st",0.853764705882355,8.59555555555556,4.45082417842035,0.000120968302065912,0.0709977234900277,1.14491302259118
"bta-miR-2425-star_st",0.612823529411765,3.03185185185185,4.44343667631608,0.000123438522439921,0.0709977234900277,1.12722700363664
"hp_rno-mir-378_st",-0.575823529411764,1.77444444444444,-4.43030003997757,0.000127955310566095,0.0715517683473485,1.09578337186078
"bta-miR-10b_st",-0.885764705882353,6.2162962962963,-4.40872771499133,0.000135730631679503,0.0715517683473485,1.04416588339898
"dgr-miR-92b_st",-0.467999999999999,6.26333333333333,-4.40278222212664,0.000137954687243347,0.0715517683473485,1.02994374736399
"rno-miR-147_st",-2.21776470588235,3.35962962962963,-4.39471986556085,0.000141028396854098,0.0715517683473485,1.0106607702983
"hp_rno-mir-374_st",-0.303411764705882,0.742962962962963,-4.37900433285613,0.000147216160810239,0.0715517683473485,0.973083279780817
"tni-miR-10b_st",-0.970764705882353,6.16777777777778,-4.37801581156632,0.000147614245317737,0.0715517683473485,0.97072006558337
"tgu-miR-147_st",-1.52147058823529,2.63703703703704,-4.37560138925673,0.000148591038294986,0.0715517683473485,0.964948237772746
"cfa-miR-196b_st",-1.65435294117647,4.58037037037037,-4.35369291939045,0.000157752180387193,0.0718273952667995,0.912589606515496
"ptr-miR-10b_st",-0.946411764705882,5.98111111111111,-4.33006100161871,0.000168261498345201,0.0718273952667995,0.856143643404458
"sko-miR-100_st",0.599352941176473,8.56037037037037,4.32565159777627,0.000170297739014029,0.0718273952667995,0.845615351837983
"hsa-miR-378-star_st",-1.41817647058823,5.39407407407407,-4.31574778056242,0.000174960586352626,0.0718273952667995,0.821972576059646
"aga-miR-100_st",0.599411764705881,8.56740740740741,4.31354139979682,0.000176016461782368,0.0718273952667995,0.81670627346579
"aae-miR-125-star_st",0.783235294117649,10.0181481481481,4.29872281638018,0.000183273151589759,0.0718273952667995,0.781344771563127
"aga-miR-92a_st",-0.356705882352939,9.46740740740741,-4.29297139291218,0.000186168667117426,0.0718273952667995,0.767624123202996
"ame-miR-100_st",0.589411764705883,8.51111111111111,4.2919730422012,0.000186675867878084,0.0718273952667995,0.765242676962031
"dpu-miR-100_st",0.563058823529412,8.10851851851852,4.28718379999145,0.000189128052123199,0.0718273952667995,0.753819460088129
"cfa-miR-142_st",1.45070588235294,2.73740740740741,4.27358033438394,0.000196268349127623,0.0718273952667995,0.721381396066882
"tca-miR-92b_st",-0.379058823529409,9.48333333333333,-4.27313130911251,0.000196508525836172,0.0718273952667995,0.720310897693231
"hsa-miR-196b_st",-1.39952941176471,4.76481481481482,-4.2698255436718,0.000198285694473069,0.0718273952667995,0.712430232866871
"sla-miR-100_st",0.539588235294119,8.60074074074074,4.2675348971756,0.000199526447439481,0.0718273952667995,0.706969985115236
"bfl-miR-92a_st",-0.418294117647054,9.28962962962963,-4.25899557246765,0.000204219860665433,0.0718273952667995,0.686618021213543
"eca-miR-125b-5p_st",0.760764705882352,10.01,4.25274859437135,0.000207722291244277,0.0718273952667995,0.671732846979399
"xtr-miR-125b_st",0.751235294117649,10,4.24903368863068,0.000209833165221792,0.0718273952667995,0.662882420196265
"ENSG00000207130_s_st",-0.990411764705883,6.68740740740741,-4.24574221978723,0.00021172113487795,0.0718273952667995,0.655041659371548
"hsa-miR-675_st",1.15005882352941,2.05111111111111,4.24127775864255,0.000214308772221753,0.0718273952667995,0.644407969984636
"bta-miR-151-star_st",-0.329352941176467,9.73962962962963,-4.23347419941145,0.000218907021945685,0.0718273952667995,0.625824705340758
"mml-miR-708_st",2.036,5.03592592592593,4.21719285467826,0.000228816858981061,0.0718273952667995,0.587067903193645
"dgr-miR-125_st",0.750294117647062,9.94740740740741,4.21484367731333,0.000230282815245689,0.0718273952667995,0.581477563404908
"ssc-miR-125b_st",0.741647058823528,9.98296296296296,4.21335489565181,0.000231216655860142,0.0718273952667995,0.577934938674772
"gga-miR-125b_st",0.731882352941176,9.90481481481481,4.20524764123026,0.000236367942285364,0.0718273952667995,0.558646516625553
"fru-miR-10b_st",-0.892647058823532,6.18296296296296,-4.18823229994233,0.000247550576445993,0.0718273952667995,0.518182069470595
"dse-miR-125_st",0.739823529411762,9.98481481481481,4.18119405105647,0.000252327389844687,0.0718273952667995,0.501451462860271
"mmu-miR-125b-5p_st",0.726823529411762,9.95962962962963,4.17114479430275,0.00025930576644363,0.0718273952667995,0.477570824246697
"bta-miR-100_st",0.555058823529412,8.57148148148148,4.16794437870553,0.000261567907437904,0.0718273952667995,0.469967347400289
"dya-miR-125_st",0.758999999999997,9.93888888888889,4.16571186492993,0.000263157423925147,0.0718273952667995,0.46466392726973
"dvi-miR-125_st",0.75094117647059,9.99481481481481,4.1602033419732,0.000267120281122445,0.0718273952667995,0.451580125281974
"mmu-miR-378-star_st",-1.37335294117647,5.3262962962963,-4.15286053418135,0.000272494377659812,0.0718273952667995,0.434143790311405
"mml-miR-151-5p_st",-0.327235294117646,9.77296296296296,-4.13425211403932,0.000286595696078424,0.0718273952667995,0.389978135623823
"dan-miR-125_st",0.729941176470586,9.92259259259259,4.12177446479312,0.000296451573982326,0.0718273952667995,0.360381620427601
"nvi-miR-100_st",0.566176470588237,8.54148148148148,4.12062072002469,0.000297379592323075,0.0718273952667995,0.357645734706267
"rlcv-miR-rL1-5-5p_st",0.315235294117647,0.661481481481481,4.11889103216186,0.000298776237903257,0.0718273952667995,0.353544350918528
"dsi-miR-92a_st",-0.383058823529414,9.36481481481482,-4.11038256289101,0.000305741095508656,0.0718273952667995,0.333373565465553
"hsa-miR-100_st",0.578882352941173,8.48148148148148,4.10980633701476,0.000306218523665911,0.0718273952667995,0.332007779689235
"hp_hsa-mir-548n_st",-0.408764705882353,1.57962962962963,-4.10868404735887,0.000307150498701638,0.0718273952667995,0.329347793089725
"ggo-miR-125b_st",0.720941176470586,9.93592592592593,4.1009205325275,0.000313674465265064,0.0718273952667995,0.310950574429437
"oan-miR-100_st",0.580764705882352,8.58666666666667,4.09948057256144,0.000314899435504852,0.0718273952667995,0.307538958844913
"tca-miR-125_st",0.732882352941175,10.0244444444444,4.0915648615499,0.000321717927058625,0.0718273952667995,0.288788442562506
"dme-miR-92a_st",-0.381176470588233,9.36,-4.08915258683744,0.00032382458801147,0.0718273952667995,0.283075576438454
"ppy-miR-125b_st",0.728941176470586,9.92296296296296,4.07376422130605,0.000337586718370377,0.0718273952667995,0.246646195877682
"dsi-miR-125_st",0.736294117647061,9.93259259259259,4.0688044483248,0.000342143845307517,0.0718273952667995,0.234910023202322
"age-miR-125b_st",0.743764705882352,9.9662962962963,4.06802824460291,0.000342862493729744,0.0718273952667995,0.233073548763231
"dvi-miR-2a_st",-0.411941176470588,0.76962962962963,-4.06794908062825,0.000342935871156576,0.0718273952667995,0.23288625278553
"dmo-miR-281-1-star_st",-0.388882352941177,0.948148148148148,-4.06261430105136,0.000347916482094234,0.0718273952667995,0.220266101159095
"bta-miR-125b_st",0.729764705882355,9.97148148148148,4.06003408143627,0.000350350880641484,0.0718273952667995,0.214163327428269
"spu-miR-125_st",0.721529411764704,9.9562962962963,4.05817389057838,0.000352116334278103,0.0718273952667995,0.209764019279849
"ath-miR169h_st",-0.347,0.678518518518519,-4.0547552468793,0.00035538372867256,0.0718273952667995,0.201679978173802
"dps-miR-92a_st",-0.38547058823529,9.3462962962963,-4.05371410604003,0.000356384720309546,0.0718273952667995,0.199218251148719
"dmo-miR-92a_st",-0.375117647058822,9.36481481481482,-4.04697962071577,0.000362926843965641,0.0718273952667995,0.183297734171824
"gga-miR-100_st",0.579000000000001,8.51555555555556,4.04466548623248,0.000365202041358429,0.0718273952667995,0.177828198431037
"gga-miR-1655_st",0.356470588235294,0.684444444444444,4.04230298178281,0.00036753926891956,0.0718273952667995,0.172244946373331
"osa-miR806c_st",-0.27035294117647,0.757777777777778,-4.03843908880142,0.000371393571744092,0.0718273952667995,0.16311482704392
"der-miR-92a_st",-0.373352941176474,9.37592592592593,-4.03728976638879,0.00037254769414555,0.0718273952667995,0.160399375126027
"tca-miR-100_st",0.533882352941177,8.63814814814815,4.03661162762137,0.000373230319117974,0.0718273952667995,0.158797236394549
"nvi-miR-125_st",0.698235294117648,9.91962962962963,4.031245636536,0.000378675366269417,0.0718273952667995,0.146121610302384
"tgu-miR-125_st",0.714470588235297,9.92185185185185,4.03118786037472,0.00037873441670747,0.0718273952667995,0.145985148135168
"fru-miR-125b_st",0.725882352941179,9.98703703703704,4.02729333444263,0.000382735786737628,0.0718273952667995,0.13678749038909
"dpe-miR-125_st",0.732764705882355,9.94037037037037,4.02035113337236,0.000389971798441517,0.0718273952667995,0.120396434846759
"dre-miR-125b_st",0.71994117647059,9.9862962962963,4.01751643720748,0.000392964992282066,0.0718273952667995,0.113705086828698
"cqu-miR-100_st",0.53929411764706,8.57555555555555,4.01281398775968,0.000397980260002895,0.0718273952667995,0.1026069136585
"mml-miR-10b_st",-0.915647058823531,6.19148148148148,-4.01102363636367,0.000399906203755463,0.0718273952667995,0.0983822065868782
"lgi-miR-100_st",0.542882352941177,8.53481481481482,4.00899188022727,0.00040210293474481,0.0718273952667995,0.09358830542834
"aga-miR-125_st",0.726941176470588,9.9637037037037,4.00881620928412,0.00040229342602597,0.0718273952667995,0.0931738347630926
"bta-miR-708_st",2.22988235294118,5.01,4.00569087374172,0.000405697293029851,0.0718273952667995,0.0858006506417288
"dya-miR-92a_st",-0.399823529411764,9.36925925925926,-4.00524488538679,0.000406185330462204,0.0718273952667995,0.0847485833211143
"bta-miR-200b_st",-1.14276470588235,9.20148148148148,-4.00245719202021,0.000409248957735272,0.0718273952667995,0.0781730631972577
"dwi-miR-125_st",0.717235294117646,10.0025925925926,3.99831916900236,0.000413838493131175,0.0718273952667995,0.0684141160396177
"sko-miR-125_st",0.713941176470589,9.93851851851852,3.99319752110642,0.000419589070001721,0.0718273952667995,0.0563382356161908
"ppa-miR-125b_st",0.717058823529413,9.92148148148148,3.99199080307455,0.000420955358947337,0.0718273952667995,0.053493476537164
"cte-miR-125_st",0.728294117647057,10.0055555555556,3.99102272828058,0.000422054606939947,0.0718273952667995,0.0512114291295802
"mne-miR-125b_st",0.697764705882353,9.95333333333333,3.99045635562401,0.000422699029774186,0.0718273952667995,0.0498763681195191
"mml-miR-100_st",0.573882352941176,8.58333333333333,3.9880273621492,0.000425473737087191,0.0718273952667995,0.044151149251789
"hsa-miR-378c_st",-1.32170588235294,9.30481481481482,-3.98755628302631,0.000426013932071271,0.0718273952667995,0.0430408820550285
"lla-miR-125b_st",0.709352941176473,9.99962962962963,3.98202778477252,0.000432404137036738,0.0718273952667995,0.0300129903669717
"ssc-miR-1308_st",1.95794117647059,11.4977777777778,3.98038193641841,0.00043432464097343,0.0718273952667995,0.0261352680012896
"hsa-miR-1308_st",2.67817647058824,8.81925925925926,3.97954331239001,0.000435306432693676,0.0718273952667995,0.0241595436502617
"mdo-miR-125b_st",0.720823529411765,9.95185185185185,3.97895827930255,0.000435992631646778,0.0718273952667995,0.0227813079357251
"aae-miR-100_st",0.570705882352941,8.57333333333333,3.97363908792724,0.000442280580749346,0.0718273952667995,0.0102521413861538
"rno-miR-192_st",-1.14529411764706,12.2088888888889,-3.97283953747608,0.000443233417796585,0.0718273952667995,0.0083691285675771
"dps-miR-10_st",-0.925470588235294,4.9862962962963,-3.97157787472191,0.000444741063617803,0.0718273952667995,0.00539795995221493
"cqu-miR-125_st",0.696294117647058,9.94740740740741,3.96603560032971,0.000451423773188378,0.0718273952667995,-0.00765156008580714
"ACA15_s_st",-0.548470588235293,5.87666666666667,-3.96499429488875,0.000452690306496745,0.0718273952667995,-0.0101029328444335
"hsa-miR-125b_st",0.696470588235297,9.90851851851852,3.96112437436991,0.000457427920014694,0.0718273952667995,-0.0192120606069723
"hp_hsa-mir-378_st",-0.537470588235294,1.38259259259259,-3.95910441839883,0.000459920082210233,0.0718273952667995,-0.0239659457743038
"ppa-miR-100_st",0.558764705882353,8.50481481481481,3.95804395046881,0.000461233787880461,0.0718273952667995,-0.0264615094266469
"tni-miR-125b_st",0.741,10.0055555555556,3.956476793177,0.000463181926989624,0.0718273952667995,-0.0301491891894914
"ssc-miR-196b_st",-1.29111764705882,4.88407407407407,-3.95367221843919,0.000466688488702318,0.0718273952667995,-0.0367478642914936
"sla-miR-125b_st",0.72841176470588,9.95962962962963,3.9524459493461,0.00046822987006572,0.0718273952667995,-0.0396327489858592
"aae-miR-125_st",0.702823529411766,9.99851851851852,3.94972732327321,0.000471664939761756,0.0718273952667995,-0.0460278285267437
"hsa-miR-1973_st",-1.41641176470588,3.57518518518519,-3.94952051753193,0.000471927255457737,0.0718273952667995,-0.0465142634281852
"cfa-miR-193b_st",1.357,3.18740740740741,3.94696374448846,0.000475182159962781,0.0718273952667995,-0.0525276869140345
"ENSG00000207062_s_st",-0.667058823529409,5.58,-3.94584295863475,0.00047661591559624,0.0718273952667995,-0.055163465243421
"bma-miR-100b_st",0.55005882352941,8.55333333333333,3.93335965542398,0.000492874882170222,0.0718273952667995,-0.0845098113270497
"mml-miR-429_st",-1.686,4.08444444444444,-3.93101215801293,0.00049599262513964,0.0718273952667995,-0.0900261624245671
"tni-miR-200a_st",-1.12582352941177,8.66814814814815,-3.92933629677621,0.000498230188497262,0.0718273952667995,-0.0939638043575046
"bna-miR171b_st",-0.34335294117647,0.804814814814815,-3.92758545266193,0.000500578444862675,0.0718273952667995,-0.0980772344851921
"hsa-miR-196b-star_st",-1.65070588235294,3.79666666666667,-3.92757460455452,0.000500593028288149,0.0718273952667995,-0.0981027197551265
"mmu-miR-1192_st",-0.405941176470588,1.12740740740741,-3.92634405550534,0.000502249999196146,0.0718273952667995,-0.10099352677297
"smo-miR536_st",-0.293470588235294,0.792222222222222,-3.92250248908594,0.000507457475624561,0.0718273952667995,-0.110016854033857
"cte-miR-92c_st",-0.360117647058825,10.0592592592593,-3.92215688934043,0.000507928545526551,0.0718273952667995,-0.110828526125979
"isc-miR-100_st",0.576176470588237,8.21777777777778,3.91850946389579,0.000512926396999837,0.0718273952667995,-0.119393866899026
"cfa-miR-147_st",-1.85988235294118,3.62296296296296,-3.91706325884936,0.000514921372971395,0.0718273952667995,-0.122789536681584
"bfl-miR-125_st",0.698235294117648,9.94962962962963,3.91433274612043,0.00051870876479588,0.0718273952667995,-0.129199982266011
"oan-miR-10b_st",-1.40041176470588,5.04925925925926,-3.91328094233508,0.000520174959973084,0.0718273952667995,-0.131669043872666
"U23_x_st",-0.973058823529411,5.37333333333333,-3.91316448503926,0.00052033754902057,0.0718273952667995,-0.131942412964893
"ssc-miR-100_st",0.542941176470586,8.55185185185185,3.90215954576066,0.000535928813520415,0.0720351482808357,-0.157766895665588
"ptr-miR-125b_st",0.712235294117646,9.91444444444444,3.90169305772026,0.000536599733980918,0.0720351482808357,-0.158861206193476
"rno-miR-151_st",-0.306705882352944,9.75888888888889,-3.90065874805324,0.000538090255074241,0.0720351482808357,-0.16128743472511
"dre-miR-192_st",-1.26235294117647,11.4151851851852,-3.89664476526266,0.000543913257261873,0.0720351482808357,-0.170701836844795
"xtr-miR-200b_st",-1.13735294117647,9.11888888888889,-3.89294040693198,0.000549341877584893,0.0720351482808357,-0.179388083218166
"cfa-miR-125b_st",0.707470588235296,9.97444444444444,3.88886737258139,0.000555372089617845,0.0720351482808357,-0.188936642088497
"mmu-miR-151-5p_st",-0.338823529411764,9.72666666666667,-3.88834267832611,0.000556153612351727,0.0720351482808357,-0.190166534359368
"der-miR-125_st",0.705294117647059,9.95407407407407,3.87816699941618,0.000571525011148023,0.0720351482808357,-0.214010906862065
"ssc-miR-192_st",-1.12282352941176,12.197037037037,-3.8762341253006,0.000574491506208479,0.0720351482808357,-0.218538513246957
"tni-miR-100_st",0.540588235294116,8.56037037037037,3.87566423237094,0.00057536903047582,0.0720351482808357,-0.219873342243592
"mmu-miR-192_st",-1.12076470588235,12.2233333333333,-3.87407227278364,0.000577827302874048,0.0720351482808357,-0.223601858800244
"dse-miR-10_st",-0.744470588235295,4.98925925925926,-3.8705552467008,0.000583294760718822,0.0720351482808357,-0.231837786123039
"mml-miR-125b_st",0.707176470588237,9.95925925925926,3.86997810398422,0.000584196796425617,0.0720351482808357,-0.233189131007941
"mml-miR-486-3p_st",0.676,2.30962962962963,3.86954335395897,0.00058487718410589,0.0720351482808357,-0.234207040678825
"dmo-miR-125_st",0.730647058823532,9.98703703703704,3.86681561290195,0.000589163872512701,0.0720351482808357,-0.240593070523616
"bmo-miR-2737_st",-0.302764705882353,0.70037037037037,-3.86462660818318,0.000592626173699405,0.0720351482808357,-0.245717072833997
"hsa-miR-374a_st",-0.352529411764706,0.867037037037037,-3.86364781247643,0.000594180754339414,0.0720351482808357,-0.248008006748054
"fru-miR-192_st",-1.25576470588235,11.3733333333333,-3.86336078119823,0.000594637391156211,0.0720351482808357,-0.248679795727866
"dan-miR-92a_st",-0.37370588235294,9.3837037037037,-3.8624523365204,0.000596084898567443,0.0720351482808357,-0.250805908030893
"xla-miR-92a_st",-0.34064705882353,9.88851851851852,-3.85936101693908,0.000601036479571558,0.0720351482808357,-0.258039902975264
"bta-miR-192_st",-1.07852941176471,12.2559259259259,-3.85875042758184,0.000602019256300216,0.0720351482808357,-0.2594685797253
"ptr-miR-192_st",-1.10941176470589,12.2014814814815,-3.8586576536988,0.00060216871856992,0.0720351482808357,-0.259685650347213
"bmo-miR-3310_st",-0.438705882352941,1.67777777777778,-3.8582082885054,0.000602893177530427,0.0720351482808357,-0.260737049138204
"mml-miR-192_st",-1.12117647058823,12.2240740740741,-3.85669609794656,0.000605337380511225,0.0720351482808357,-0.264274970906443
"hsa-miR-147b_st",-1.75647058823529,3.48407407407407,-3.85202873774563,0.000612942745060945,0.072523385595611,-0.275192636479442
"ptc-miR171m_st",-0.407764705882353,0.829259259259259,-3.84819858920064,0.000619253718847327,0.0726245710236773,-0.284149564731644
"dre-miR-10b_st",-0.844058823529412,6.16555555555556,-3.84522705327375,0.000624193733595063,0.0726245710236773,-0.29109711875085
"fru-miR-100_st",0.533176470588232,8.6137037037037,3.84221487318319,0.000629240689006958,0.0726245710236773,-0.298138374339705
"dgr-miR-92a_st",-0.362235294117644,9.37592592592593,-3.83698513536183,0.000638098249379406,0.0726245710236773,-0.310360194275793
"tgu-miR-193a_st",0.965529411764706,4.71592592592593,3.83673546461763,0.000638524153051974,0.0726245710236773,-0.31094356960355
"ppy-miR-100_st",0.582117647058823,8.55851851851852,3.83616446528085,0.000639499244884523,0.0726245710236773,-0.312277719595022
"ptr-miR-708_st",1.7575294117647,5.24259259259259,3.83375817189913,0.000643624493858519,0.0726245710236773,-0.317899532660202
"rno-miR-100_st",0.565000000000001,8.58074074074074,3.83307952883181,0.000644792632266427,0.0726245710236773,-0.319484887373016
"rno-miR-125b-5p_st",0.691647058823531,9.96148148148148,3.83150664113111,0.000647508004348123,0.0726245710236773,-0.323158991407264
"cfa-miR-10_st",-0.684999999999999,5.6837037037037,-3.83071892066625,0.000648872096946793,0.0726245710236773,-0.32499888624724
"tni-miR-192_st",-1.23764705882353,11.4007407407407,-3.82076927462147,0.00066634584064134,0.0729358566797375,-0.348230437375266
"hsa-miR-192_st",-1.09141176470588,12.2148148148148,-3.82061612002365,0.000666618379649098,0.0729358566797375,-0.348587922922572
"dwi-miR-92a_st",-0.377882352941171,9.32407407407407,-3.81913794015846,0.000669254416838937,0.0729358566797375,-0.352038030706296
"lgi-miR-92_st",-0.340999999999998,10.3862962962963,-3.81735769410619,0.000672442667991704,0.0729358566797375,-0.356192726818227
"ptr-miR-196b_st",-1.39217647058824,4.72444444444444,-3.81627733202198,0.000674384733476396,0.0729358566797375,-0.358713814628465
"oan-miR-192_st",-1.13864705882353,12.1840740740741,-3.81522572275032,0.000676280382236402,0.0729358566797375,-0.361167634832317
"tni-miR-200b_st",-1.11135294117647,9.35925925925926,-3.81422839337658,0.000678083000685159,0.0729358566797375,-0.363494642284385
"mmu-miR-93_st",-0.330000000000002,10.0822222222222,-3.81326270130924,0.000679832915057922,0.0729358566797375,-0.365747687177477
"dre-miR-200a_st",-1.23576470588235,8.62592592592593,-3.80946124406429,0.000686764494754442,0.0731041104472016,-0.374615431489533
"oan-miR-125_st",0.701882352941182,9.93592592592593,3.80853581607415,0.000688462355703869,0.0731041104472016,-0.376773861419428
"eca-miR-192_st",-1.1055294117647,12.2259259259259,-3.80504214369784,0.000694909198664591,0.0734121932017808,-0.384921165959489
"hsa-miR-422a_st",-1.49194117647059,8.10962962962963,-3.79787654624326,0.000708317077974941,0.0744487990687773,-0.40162553597244
"eca-miR-100_st",0.520705882352944,8.58185185185185,3.79067674665518,0.000722043624556939,0.0750324468685653,-0.418401550465197
"mdo-miR-200a_st",-1.10811764705882,8.7062962962963,-3.78889148831337,0.000725487287297067,0.0750324468685653,-0.422560059010868
"cfa-miR-192_st",-1.10447058823529,12.2425925925926,-3.78625100755863,0.000730610078987519,0.0750324468685653,-0.428709763594981
"xtr-miR-192_st",-1.24464705882353,11.3733333333333,-3.78595045539147,0.000731195416358967,0.0750324468685653,-0.429409682364328
"cbr-miR-2226_st",-0.325352941176471,1.05814814814815,-3.78406608075444,0.000734875771742961,0.0750324468685653,-0.433797642396053
"eca-miR-151-5p_st",-0.309058823529412,9.70740740740741,-3.78300247702458,0.000736961074629171,0.0750324468685653,-0.436274103642774
"eca-miR-10b_st",-1.04517647058824,5.87592592592593,-3.78184554229725,0.00073923592973956,0.0750324468685653,-0.43896766916748
"ptr-miR-1265_st",-0.30335294117647,0.65,-3.77555649035466,0.000751722521499447,0.0759196432568463,-0.453606042275792
"aae-miR-10_st",-0.860588235294116,4.44814814814815,-3.77278786953908,0.000757284598688595,0.0759196432568463,-0.460048260098421
"U69_st",-0.429588235294118,0.828518518518519,-3.77075444639282,0.000761395279277568,0.0759196432568463,-0.464778981742247
"rlcv-miR-rL1-13_st",-0.357470588235294,0.845925925925926,-3.76835993938752,0.000766263869989992,0.0759196432568463,-0.470348900680722
"dps-miR-125_st",0.691823529411764,9.89259259259259,3.76833754556986,0.000766309545092286,0.0759196432568463,-0.470400987079326
"mdo-miR-10b_st",-0.98435294117647,5.60222222222222,-3.76605091166741,0.000770987462021163,0.0760193637552867,-0.475719103275521
"rno-miR-92a_st",-0.317000000000002,9.89740740740741,-3.76062647045584,0.000782196466492887,0.0766542024904932,-0.488331536711208
"nve-miR-100_st",0.543058823529411,8.12592592592593,3.75841909764276,0.000786803187606146,0.0766542024904932,-0.493462547990956
"dme-miR-125_st",0.672647058823529,10.0085185185185,3.75720233855679,0.000789353846593823,0.0766542024904932,-0.496290547726107
"mmu-miR-147_st",-1.839,3.68111111111111,-3.75583295750037,0.000792234102818774,0.0766542024904932,-0.499472981235587
"oan-miR-192-star_st",-1.382,6.86185185185185,-3.75216819534991,0.000799992883411395,0.0768893200197552,-0.507988345788903
"oan-miR-196b-star_st",-1.62205882352941,3.2237037037037,-3.75118320929907,0.000802090849235348,0.0768893200197552,-0.510276660206527
"hvt-miR-H15_st",0.597235294117647,1.33703703703704,3.74929110048544,0.000806136020777028,0.0769209790147886,-0.514671946337517
"dre-miR-100_st",0.516882352941172,8.51444444444444,3.74411193716005,0.000817310808772391,0.076970173303793,-0.526699871691796
