"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"U22_st",0.19164705882353,1.55666666666667,1.25376735502491,0.220150607218116,0.762866007727691,-5.17129042758338
"AFFX-ThrX-5_st",-0.0832941176470592,0.815555555555556,-1.25370685715983,0.220172281569626,0.762866007727691,-5.17135912199327
"oan-miR-1381_st",0.191352941176471,1.16148148148148,1.25348708073826,0.220251033644584,0.762941505251566,-5.17160865004869
"hsa-miR-452_st",-0.362705882352942,3.18962962962963,-1.25336232066169,0.220295748160517,0.762941505251566,-5.17175028191284
"bmo-miR-3278_st",0.0834705882352944,0.545555555555556,1.25333759639222,0.220304610253024,0.762941505251566,-5.17177834825612
"gga-miR-1306_st",0.18564705882353,1.17888888888889,1.25315946251201,0.22036846798586,0.763035033129634,-5.17198054665495
"rno-miR-34b_st",-0.135529411764706,0.906666666666667,-1.25300602929929,0.220423482192612,0.763097913773653,-5.17215468707708
"eca-miR-106b_st",-0.127882352941178,9.73148148148148,-1.25279936443825,0.220497599260553,0.763226895735374,-5.17238921334305
"bmo-miR-2806_st",-0.105588235294117,0.508518518518518,-1.25244702860671,0.220624002318484,0.763536786228735,-5.17278896999
"ENSG00000251762_x_st",-0.120823529411765,1.34592592592593,-1.25221415209592,0.22070757851326,0.763698382469178,-5.17305313454492
"ahy-miR3521_st",0.108117647058824,0.684074074074074,1.25202661601456,0.22077490003054,0.763803689228464,-5.17326583528844
"ptr-miR-937_st",0.139529411764706,1.00185185185185,1.25188133631028,0.220827063056437,0.763856526502937,-5.17343059002118
"hp_hsa-mir-30c-2_x_st",-0.170294117647059,1.26777777777778,-1.25108107107994,0.22111456708103,0.764618157416253,-5.17433782823602
"oan-miR-1412_st",0.347647058823531,7.16888888888889,1.25106289185138,0.221121101449267,0.764618157416253,-5.17435843153613
"cqu-miR-1891_st",-0.134176470588235,0.668518518518519,-1.25087470443198,0.221188752375277,0.76469015921812,-5.17457169680471
"ENSG00000202537_st",0.108294117647059,1.20518518518519,1.25079951752124,0.22121578545912,0.76469015921812,-5.17465689515984
"hp_hsa-mir-3177_st",-0.122705882352941,1.06074074074074,-1.25033021395868,0.221384577628532,0.765044071746199,-5.17518858567497
"ssc-miR-30b-3p_st",-0.303294117647058,2.18703703703704,-1.25025762630053,0.221410693564632,0.765044071746199,-5.17527080697127
"oan-let-7b_st",0.0891176470588242,12.9711111111111,1.25020671524551,0.221429011975996,0.765044071746199,-5.17532847227604
"ENSG00000239063_x_st",0.120235294117647,0.953703703703704,1.25007773633147,0.221475425264952,0.765057296015361,-5.17547455318934
"rno-let-7b_st",0.0954117647058883,12.9840740740741,1.24983847993109,0.221561541547111,0.765057296015361,-5.17574549843933
"rno-miR-184_st",0.167647058823529,0.915555555555556,1.24971605138023,0.221605617401259,0.765057296015361,-5.17588412450707
"dya-miR-318_st",-0.0705294117647057,0.612592592592593,-1.24955209802303,0.22166465308542,0.765057296015361,-5.17606975030516
"cel-miR-794_st",-0.099941176470588,0.674074074074074,-1.2495364618219,0.221670283927558,0.765057296015361,-5.17608745227363
"gma-miR172d_st",0.132,0.831111111111111,1.24950358591776,0.221682123410211,0.765057296015361,-5.17612467091671
"hp_hsa-mir-214_s_st",0.110470588235294,1.67555555555556,1.24937548830838,0.221728259300152,0.765057296015361,-5.17626968127269
"ptr-miR-455_st",0.222823529411766,7.2462962962963,1.24933595710374,0.221742498400573,0.765057296015361,-5.1763144291231
"hp_rno-let-7c-2_x_st",-0.105176470588235,0.637777777777778,-1.24919949339453,0.221791657795275,0.765057296015361,-5.17646889129668
"sme-miR-10b_st",0.153411764705882,0.852592592592593,1.24896423007825,0.221876427860342,0.765057296015361,-5.17673514877489
"gma-miR166b_st",-0.242235294117647,2.50148148148148,-1.24891249387046,0.221895072726842,0.765057296015361,-5.17679369486422
"nvi-miR-2a_st",0.115176470588235,0.738518518518519,1.24881713235386,0.221929442525041,0.765057296015361,-5.1769016028882
"cin-miR-4098-3p_st",0.119882352941177,0.801481481481481,1.24880969999944,0.221932121431807,0.765057296015361,-5.17691001279401
"tgu-miR-2973_st",0.12635294117647,0.785555555555556,1.24873143554021,0.221960332438327,0.765057296015361,-5.17699856840388
"hp_hsa-mir-3118-2_x_st",-0.0728823529411763,0.721111111111111,-1.24854336214056,0.222028135957858,0.765057296015361,-5.17721135180192
"mmu-miR-2140_st",0.22664705882353,6.8037037037037,1.24853860621041,0.222029850750596,0.765057296015361,-5.17721673222039
"dme-miR-972_st",0.0915882352941176,0.756666666666667,1.24835238257387,0.222097003188181,0.765057296015361,-5.17742739407151
"bra-miR167b_st",0.136117647058824,0.843703703703704,1.24827431845462,0.222125157748568,0.765057296015361,-5.17751569428145
"cin-miR-4059-3p_st",-0.113764705882353,0.78037037037037,-1.24820942940752,0.22214856264425,0.765057296015361,-5.17758908811732
"tni-let-7h_st",-0.239588235294118,3.57814814814815,-1.24814497914838,0.22217181111467,0.765057296015361,-5.17766198230103
"ssc-miR-216_st",0.149764705882353,1.1162962962963,1.24750775788785,0.22240176809269,0.765522966746465,-5.17838250894773
"bmo-miR-137_st",0.100823529411765,0.661481481481481,1.24734811510716,0.222459407232231,0.765522966746465,-5.17856297100401
"bmo-miR-3329_st",-0.0883529411764704,0.60037037037037,-1.24713208895915,0.222537421563602,0.765522966746465,-5.17880713681635
"1367521_st",0.114941176470588,0.79037037037037,1.24712869707847,0.22253864665067,0.765522966746465,-5.17881097022544
"ENSG00000252058_x_st",-0.120941176470588,0.831851851851852,-1.24709017376142,0.222552560945628,0.765522966746465,-5.17885450755579
"dps-miR-2553_st",0.0864117647058823,0.657407407407407,1.2470183105018,0.222578519098238,0.765522966746465,-5.17893572100591
"ENSG00000238781_st",-0.0959411764705883,0.682592592592593,-1.2469811504201,0.222591942806474,0.765522966746465,-5.17897771438731
"hsa-miR-2277_st",0.234176470588234,3.56444444444444,1.24695106877362,0.222602809947864,0.765522966746465,-5.17901170784872
"hp_rno-mir-499_st",0.106764705882353,0.722222222222222,1.24657108641825,0.222740114873225,0.76585587076825,-5.17944104036653
"pvu-miR482_st",0.159411764705883,1.22037037037037,1.2464784789855,0.22277358783141,0.76585587076825,-5.17954565756303
"oan-miR-1421ae_st",-0.106647058823529,1.00185185185185,-1.24629129932445,0.222841255503375,0.765961327432418,-5.17975709047519
"eca-miR-190b_st",-0.101823529411764,0.658888888888889,-1.24611313983007,0.222905676671476,0.766055591893707,-5.17995830825856
"cfa-miR-365_st",-0.141882352941176,0.996666666666667,-1.24579817318604,0.223019600653478,0.766219609448412,-5.18031397692859
"hp_mmu-let-7c-1_st",0.0942941176470589,0.79037037037037,1.24577658242863,0.223027411675146,0.766219609448412,-5.18033835485786
"hp_mmu-mir-9-1_st",0.131411764705882,0.760740740740741,1.24540482866264,0.223161935678126,0.766418498877972,-5.18075803980635
"cfa-miR-99b_st",0.138823529411768,8.64740740740741,1.24533829178257,0.22318601937718,0.766418498877972,-5.18083314371825
"sbi-miR171h_st",0.111588235294118,0.669259259259259,1.24530976265544,0.223196346384341,0.766418498877972,-5.18086534505361
"ptr-miR-942_st",0.0918235294117646,0.564814814814815,1.24510593721009,0.223270137838557,0.766456135943061,-5.18109538740474
"ath-miR833-3p_st",0.0937058823529411,0.66,1.24507500110904,0.223281339322348,0.766456135943061,-5.1811302997158
"bna-miR824_st",-0.113294117647059,0.686666666666667,-1.24490146375507,0.223344182366444,0.766494749658608,-5.18132612749762
"ENSG00000238856_st",-0.145470588235294,1.37740740740741,-1.2448172785111,0.223374673151661,0.766494749658608,-5.18142111738316
"ptr-miR-367_st",0.122,0.734814814814815,1.24473730297437,0.223403642141877,0.766494749658608,-5.18151135198522
"ENSG00000200492_x_st",-0.114411764705882,1.18296296296296,-1.24457177913823,0.223463607699252,0.766573469353996,-5.18169809244743
"nvi-miR-13a_st",-0.119647058823529,0.696666666666667,-1.24439124641963,0.223529024464179,0.766670859790505,-5.18190174045014
"osa-miR156g_st",0.118941176470588,1.01888888888889,1.24364053379222,0.223801202998216,0.767437455488871,-5.18274829222224
"eca-miR-16_st",0.228470588235295,12.1018518518519,1.24356725583424,0.223827784039347,0.767437455488871,-5.1828309008318
"mtr-miR169l_st",-0.130411764705882,0.658888888888889,-1.24346819291832,0.223863722165207,0.767437455488871,-5.18294257077987
"mmu-miR-592_st",-0.238882352941177,1.43259259259259,-1.24316275177395,0.22397455771582,0.767690314859093,-5.1832868334694
"ptc-miR319d_st",0.110588235294118,0.89962962962963,1.24261367878839,0.224173903973708,0.767946871391115,-5.1839055045497
"gga-miR-1751-star_st",0.121470588235294,0.731481481481482,1.24256722238692,0.224190776548403,0.767946871391115,-5.18395783841412
"ptr-miR-548i_st",-0.12635294117647,0.944444444444444,-1.24223381123992,0.224311896737046,0.767946871391115,-5.18433338025996
"ENSG00000252016_st",-0.176823529411765,0.936666666666667,-1.24218116552594,0.224331026152342,0.767946871391115,-5.18439267023274
"spu-miR-29_st",0.125117647058824,0.817777777777778,1.24211475670744,0.224355158299233,0.767946871391115,-5.1844674571242
"hp_hsa-mir-1274b_st",0.101823529411765,0.821111111111111,1.242062105849,0.224374292361976,0.767946871391115,-5.1845267478382
"osa-miR1429-5p_st",-0.120352941176471,0.822222222222222,-1.24200252075579,0.224395947905224,0.767946871391115,-5.18459384457548
"ENSG00000252537_st",-0.110823529411765,0.722222222222222,-1.24191093496228,0.224429236817422,0.767946871391115,-5.18469697062786
"sla-miR-101_st",-0.470117647058824,4.17,-1.24179673912457,0.224470749065694,0.767946871391115,-5.18482554622972
"ENSG00000238692_x_st",-0.128411764705883,1.04814814814815,-1.24169252614056,0.224508637411122,0.767946871391115,-5.18494287274356
"bta-miR-18b_st",0.446705882352941,3.64925925925926,1.24165645976867,0.224521751055578,0.767946871391115,-5.18498347544974
"cin-miR-4000a-5p_st",-0.104705882352941,0.724074074074074,-1.24164901940825,0.224524456424143,0.767946871391115,-5.18499185150882
"mml-miR-512-5p_st",0.188764705882353,1.05185185185185,1.24162949952705,0.224531554110007,0.767946871391115,-5.18501382599541
"vvi-miR319c_st",-0.100294117647059,0.821851851851852,-1.24125700113043,0.224667031801788,0.768283329560333,-5.18543310682953
"hma-miR-3014_st",-0.153058823529412,0.83962962962963,-1.24107266303295,0.224734098335719,0.768356005557657,-5.18564055475188
"dps-miR-iab-4-5p_st",0.128588235294118,0.772962962962963,1.24065426285631,0.224886378073071,0.768356005557657,-5.18611130663477
"gga-miR-1456-star_st",0.20564705882353,1.63148148148148,1.24062196781711,0.224898135311205,0.768356005557657,-5.1861476366751
"bta-miR-2463_st",-0.106588235294118,0.658888888888889,-1.24062084442381,0.224898544298831,0.768356005557657,-5.18614890041207
"oan-miR-1347_st",-0.105705882352941,0.994444444444444,-1.24045876049086,0.224957559172314,0.768356005557657,-5.18633122255788
"ENSG00000212206_st",-0.120176470588235,0.703333333333333,-1.24040285249268,0.224977918016541,0.768356005557657,-5.18639410645724
"cin-miR-4045-3p_st",0.114705882352941,0.672222222222222,1.24037243891993,0.224988993672327,0.768356005557657,-5.18642831381447
"bta-miR-216b_st",-0.165647058823529,1.2937037037037,-1.24033978216643,0.225000886680014,0.768356005557657,-5.18646504333601
"oan-miR-24_st",0.102058823529408,12.3392592592593,1.24018516986976,0.225057200145355,0.768356005557657,-5.18663892634065
"dgr-miR-9a_st",-0.093764705882353,0.562962962962963,-1.24017923173698,0.225059363165613,0.768356005557657,-5.1866456042114
"dpe-miR-306_st",-0.142235294117647,0.614444444444444,-1.23993765994972,0.225147371205642,0.768529750772176,-5.18691724549355
"gga-miR-1747_st",0.108235294117647,0.848148148148148,1.23970534983599,0.225232029508082,0.768576538744497,-5.18717842786759
"osa-miR2878-5p_st",-0.130764705882353,0.806666666666667,-1.23943355164232,0.225331108430627,0.768576538744497,-5.18748395077276
"hTR_st",-0.149882352941177,1.59962962962963,-1.23922994452738,0.225405351055594,0.768576538744497,-5.18771278241328
"v49_ENSG00000212139_x_st",-0.127823529411765,1.02851851851852,-1.23922230539662,0.225408136921072,0.768576538744497,-5.18772136729157
"osa-miR1428f-5p_st",0.092470588235294,0.752222222222222,1.23915862748176,0.225431360218235,0.768576538744497,-5.18779292689355
"mmu-miR-2141_st",-0.409000000000001,7.68148148148148,-1.23913175195424,0.225441162247014,0.768576538744497,-5.18782312793814
"cte-miR-375_st",-0.24535294117647,1.28851851851852,-1.23902408780838,0.225480432674442,0.768576538744497,-5.1879441083596
"eca-miR-374b_st",0.184705882352941,1.4762962962963,1.2390066968638,0.225486776492881,0.768576538744497,-5.18796364939939
"mcmv-miR-m88-1-star_st",-0.19435294117647,1.12962962962963,-1.23895843845424,0.225504380759029,0.768576538744497,-5.18801787286455
"ppt-miR902d-3p_st",-0.117470588235294,0.627037037037037,-1.23880579078274,0.225560072165861,0.768576538744497,-5.18818937641777
"ENSG00000206761_x_st",0.115705882352941,0.881851851851852,1.23873593901135,0.225585560075196,0.768576538744497,-5.1882678503956
"bta-miR-2284u_st",-0.124823529411765,0.697407407407407,-1.23860965428433,0.225631645058581,0.768576538744497,-5.18840971318205
"hsa-miR-374b_st",-0.275235294117647,1.4237037037037,-1.23857684524399,0.225643619193847,0.768576538744497,-5.18844656732967
"U28_st",0.248823529411766,5.39666666666667,1.23824176530238,0.225765938846408,0.768762205608071,-5.18882291037056
"dme-miR-284_st",0.119058823529412,0.822962962962963,1.23810587051207,0.225815560930334,0.768762205608071,-5.1889755139735
"mne-miR-16_st",0.231176470588233,12.0955555555556,1.23798655566744,0.225859135595946,0.768762205608071,-5.18910948677395
"dre-miR-196c_st",-0.107411764705882,0.75037037037037,-1.23773925716585,0.225949470974178,0.768762205608071,-5.18938712957906
"ppy-miR-575_st",0.318941176470588,1.79481481481481,1.23767499140902,0.225972950983339,0.768762205608071,-5.18945927286704
"mmu-miR-302c_st",-0.0928235294117646,0.665555555555556,-1.23757246951672,0.226010411975699,0.768762205608071,-5.18957435472931
"ath-miR2939_st",0.147705882352941,0.95,1.23752837980151,0.226026523575212,0.768762205608071,-5.1896238432727
"mtr-miR399l_st",-0.117588235294117,0.702962962962963,-1.23749900014466,0.226037260192582,0.768762205608071,-5.18965681962586
"sly-miR167_st",0.0999999999999996,0.622962962962963,1.23733795207468,0.226096121044525,0.768762205608071,-5.18983757103713
"ppt-miR1028c-5p_st",0.139647058823529,0.935925925925926,1.23731519427406,0.226104439636405,0.768762205608071,-5.18986311144083
"aae-miR-315-star_st",0.103058823529412,0.568888888888889,1.23730947270419,0.226106531061197,0.768762205608071,-5.18986953252301
"age-miR-135_st",-0.101,0.667407407407407,-1.23712155767808,0.226175228359252,0.768861873494066,-5.19008040713138
"ppt-miR1030e_st",0.215411764705882,0.98962962962963,1.23692662735763,0.226246506861872,0.768861873494066,-5.19029912404925
"U52_st",0.195529411764706,8.51111111111111,1.23692461685436,0.226247242113365,0.768861873494066,-5.19030137972669
"ppt-miR477a-3p_st",0.159235294117647,0.779259259259259,1.23661882762769,0.226359091735025,0.769040655467455,-5.19064442094317
"hp_hsa-mir-2277_st",-0.144470588235294,1.07703703703704,-1.23654626875908,0.226385637952309,0.769040655467455,-5.19072580802973
"hp_hsa-mir-196b_st",-0.157529411764706,1.01481481481481,-1.23647620421987,0.226411273820613,0.769040655467455,-5.19080439326899
"mmu-miR-297c_st",-0.111882352941176,0.685555555555556,-1.23597155702012,0.226595983307426,0.769308303481541,-5.19137029463186
"mdv2-miR-M14-3p_st",0.106117647058824,0.844814814814815,1.23596899924433,0.226596919785346,0.769308303481541,-5.1913731623472
"sla-miR-105_st",-0.113823529411765,0.953333333333333,-1.23593276729554,0.22661018569367,0.769308303481541,-5.19141378415016
"spu-miR-71_st",-0.127764705882353,0.905555555555556,-1.23585492993857,0.226638686913813,0.769308303481541,-5.19150104867805
"200049_st",0.107058823529412,0.977407407407407,1.23564735850718,0.226714705220939,0.769372408396487,-5.19173373593745
"osa-miR395f_st",0.0998823529411763,0.798888888888889,1.23553752976515,0.226754935244675,0.769372408396487,-5.19185683971631
"oan-miR-17-star_st",-0.380058823529412,4.8037037037037,-1.23545622020598,0.226784722210354,0.769372408396487,-5.19194797091425
"hp_hsa-mir-548i-3_x_st",-0.100588235294118,0.686666666666667,-1.23539759672373,0.226806200176382,0.769372408396487,-5.19201367240009
"gga-miR-1648-star_st",0.324588235294117,4.34037037037037,1.23509742219428,0.226916199479539,0.76938484877108,-5.19235004551254
"1415719_s_st",0.123764705882353,0.935925925925926,1.23506353435083,0.226928620236167,0.76938484877108,-5.19238801538038
"dpu-miR-285_st",0.101647058823529,0.75,1.23500665813875,0.226949467962609,0.76938484877108,-5.19245174063977
"hsa-miR-520b_st",0.0946470588235292,0.682592592592593,1.23498202428343,0.226958497840904,0.76938484877108,-5.19247934009914
"gma-miR164_st",0.142470588235294,0.943703703703704,1.23483446592397,0.227012593036388,0.769442257556303,-5.19264465235486
"hp_rno-mir-21_st",0.114941176470588,1.06037037037037,1.23443296253501,0.22715983402685,0.769815306605559,-5.1930943747185
"dps-miR-2569-star_st",0.0982941176470585,0.838888888888889,1.23431308175488,0.227203811107188,0.769838342789304,-5.1932286274645
"ptr-miR-576_st",0.110294117647059,0.734444444444444,1.23401360069637,0.227313700714889,0.770075326480564,-5.19356396122992
"eca-miR-345-3p_st",0.385529411764706,2.41074074074074,1.23391978130282,0.227348134394653,0.770075326480564,-5.1936689974119
"dre-miR-430b_st",0.108058823529412,0.767037037037037,1.23361941274698,0.22745840228183,0.770119975280647,-5.19400522937775
"sla-miR-16_st",0.230117647058822,12.1488888888889,1.23351640970452,0.227496224832382,0.770119975280647,-5.19412051399519
"mtr-miR2630r_st",-0.131647058823529,0.681111111111111,-1.23349761645958,0.227503126190891,0.770119975280647,-5.19414154712932
"cin-miR-4009c-3p_st",-0.171235294117647,1.00518518518519,-1.23330197424851,0.227574980333385,0.770119975280647,-5.19436049017843
"hp_hsa-let-7d_st",0.139705882352942,1.36296296296296,1.23324020409422,0.227597670394858,0.770119975280647,-5.19442961068718
"gga-miR-1809_st",0.135352941176471,0.772222222222222,1.23312624968047,0.227639533783162,0.770119975280647,-5.19455711704374
"lgi-miR-7_st",0.566058823529412,3.49740740740741,1.23311993083289,0.227641855304877,0.770119975280647,-5.19456418704846
"dse-miR-124_st",-0.32864705882353,1.74407407407407,-1.23294177855573,0.227707315121325,0.770119975280647,-5.19476350401588
"hsa-miR-1271_st",0.407882352941176,3.00481481481481,1.23267767999374,0.227804380820136,0.770119975280647,-5.19505893059097
"mml-miR-99b_st",0.143235294117646,8.64518518518519,1.23256920069701,0.227844259852259,0.770119975280647,-5.19518026163413
"gga-miR-29c_st",0.549823529411765,2.99518518518519,1.2325301497297,0.227858617005825,0.770119975280647,-5.19522393671501
"osa-miR319a_st",-0.217764705882353,1.65888888888889,-1.23248159364773,0.22787646967782,0.770119975280647,-5.19527824071377
"AFFX-r2-Ec-c3-bioD-5_at",0.0828823529411746,13.6651851851852,1.2324240778403,0.227897617941004,0.770119975280647,-5.19534256259687
"dps-miR-13b_st",0.0956470588235295,0.792222222222222,1.23231780158214,0.227936699044102,0.770119975280647,-5.19546140791561
"cin-miR-4199-3p_st",-0.114647058823529,0.724814814814815,-1.23222732874588,0.227969972698404,0.770119975280647,-5.19556257358285
"gga-miR-1689-star_st",0.143529411764706,0.96037037037037,1.23206998069013,0.228027850074878,0.770119975280647,-5.1957385025796
"gga-miR-140_st",0.310941176470588,2.02777777777778,1.23206119786005,0.228031080990489,0.770119975280647,-5.19574832196817
"ENSG00000201199_s_st",0.296705882352941,2.11481481481481,1.23197141713325,0.228064110350849,0.770119975280647,-5.19584869513078
"ENSG00000239008_st",0.12664705882353,1.01074074074074,1.2318610874936,0.22810470435136,0.770119975280647,-5.19597203266814
"dme-miR-1004_st",0.134176470588235,0.881481481481482,1.23185980121464,0.228105177648808,0.770119975280647,-5.19597347054176
"ath-miR865-5p_st",-0.115176470588235,0.761481481481481,-1.23160719257128,0.228198141464005,0.770200297704167,-5.19625582450233
"ENSG00000199675_s_st",-0.112823529411764,0.772962962962963,-1.23159300752237,0.228203362620258,0.770200297704167,-5.19627167834757
"hcmv-miR-US25-1-star_st",-0.153764705882353,0.865185185185185,-1.23131455791312,0.228305871000736,0.770320901621565,-5.19658285315113
"bmo-miR-2767_st",0.133588235294118,0.851111111111111,1.23119368935864,0.228350378276871,0.770320901621565,-5.19671790744797
"der-miR-310b_st",-0.168058823529411,1.72518518518519,-1.23099160587093,0.228424805765987,0.770320901621565,-5.19694368208922
"hp_rno-mir-101a_st",-0.143235294117647,1.01481481481481,-1.2306847461415,0.228537857215462,0.770320901621565,-5.19728645322435
"cin-miR-4091-5p_st",0.115941176470588,0.59,1.23063120239427,0.228557587786719,0.770320901621565,-5.19734625532678
"dsi-miR-286_st",0.0994117647058824,0.662592592592593,1.23053685164575,0.228592358619257,0.770320901621565,-5.19745162843462
"dvi-miR-314_st",-0.0964705882352942,0.789259259259259,-1.23046914325994,0.228617313457478,0.770320901621565,-5.19752724229637
"ENSG00000207516_st",0.112647058823529,0.975925925925926,1.23034766024159,0.228662092783618,0.770320901621565,-5.19766290010066
"dps-miR-2514_st",0.102529411764706,0.685555555555556,1.23031618054215,0.228673697451673,0.770320901621565,-5.19769805094265
"sme-miR-1c-star_st",-0.122470588235294,0.698888888888889,-1.23011550825127,0.228747683615329,0.770320901621565,-5.19792210667145
"osa-miR1319_st",0.121,0.915185185185185,1.23005597442141,0.228769636684014,0.770320901621565,-5.19798857144631
"tgu-miR-2972_st",0.113117647058823,0.702222222222222,1.23002325108851,0.228781704068892,0.770320901621565,-5.19802510321793
"mtr-miR2653b_st",-0.097941176470588,0.603333333333333,-1.23000615534116,0.22878800865823,0.770320901621565,-5.19804418827476
"U53_st",-0.235176470588234,4.50592592592593,-1.23000383765549,0.228788863387042,0.770320901621565,-5.19804677563469
"ENSG00000221300_x_st",0.0883529411764705,0.76962962962963,1.22998139979538,0.228797138267779,0.770320901621565,-5.19807182402686
"dme-miR-970_st",0.125058823529412,0.730740740740741,1.22985417975169,0.228844060118459,0.770353618730745,-5.19821383778283
"cin-miR-1497-star_st",0.142117647058824,0.841481481481481,1.22962201789358,0.228929705666739,0.770409930040112,-5.19847296271313
"bmo-miR-316_st",-0.115588235294118,1.01222222222222,-1.2296071201423,0.228935202334435,0.770409930040112,-5.19848958918754
"bra-miR171b_st",0.0874117647058823,0.777037037037037,1.22898911947513,0.229163306800051,0.771052231167024,-5.199179143966
"mml-miR-583_st",0.161058823529412,0.877407407407407,1.22863012463056,0.229295890259739,0.771372981920091,-5.19957956252567
"ppt-miR901_st",-0.444588235294115,6.92407407407407,-1.22839940471512,0.229381129755891,0.77144041492315,-5.19983684972279
"zma-miR171g-star_st",0.0908235294117649,0.655185185185185,1.22817221799716,0.229465087119493,0.77144041492315,-5.2000901547903
"bmo-miR-3369_st",-0.0827647058823531,0.838888888888889,-1.22815967369515,0.229469723565496,0.77144041492315,-5.20010414002187
"hsa-miR-519a-star_st",0.174235294117647,0.953703703703704,1.22808170001545,0.229498544659662,0.77144041492315,-5.20019106746862
"hp_hsa-mir-4321_st",0.147705882352942,1.68,1.22792402752303,0.229556832791976,0.77144041492315,-5.20036683056054
"mmu-miR-450a-3p_st",0.138,0.858888888888889,1.22777424296601,0.229612215199971,0.77144041492315,-5.20053378205922
"ptr-miR-106b_st",-0.132823529411766,9.75037037037037,-1.22750003336275,0.229713629354834,0.77144041492315,-5.20083937202581
"ptr-miR-569_st",-0.149294117647059,1.01,-1.22748398969028,0.229719564013714,0.77144041492315,-5.20085724984109
"ptr-miR-1262_st",-0.095705882352941,0.670740740740741,-1.2274771318657,0.229722100802716,0.77144041492315,-5.2008648916015
"mtr-miR2626_st",-0.116764705882352,1.21148148148148,-1.2273911101432,0.229753923020656,0.77144041492315,-5.20096074345869
"eca-miR-361-3p_st",0.23964705882353,1.34888888888889,1.22725965470357,0.229802559021123,0.77144041492315,-5.20110720940328
"zma-miR399f-star_st",-0.109470588235294,0.624074074074074,-1.22706776775371,0.229873567374482,0.77144041492315,-5.20132098224327
"mdo-miR-1544_st",-0.107,0.83962962962963,-1.22701459594006,0.229893246675561,0.77144041492315,-5.20138021335686
"dan-miR-124_st",-0.275705882352941,1.90740740740741,-1.22695417572597,0.229915610198022,0.77144041492315,-5.20144751609916
"hp_rno-mir-9-3_st",-0.185352941176469,4.1762962962963,-1.22689300338382,0.229938253768458,0.77144041492315,-5.20151565363483
"aae-miR-34_st",0.118,1.0162962962963,1.22685499635556,0.229952323301668,0.77144041492315,-5.20155798668647
"hsv1-miR-H5-5p_st",0.312117647058822,5.16851851851852,1.22683740056811,0.229958837171041,0.77144041492315,-5.20157758485982
"rno-miR-30b-5p_st",-0.298176470588237,7.97925925925926,-1.22670360975649,0.230008370358342,0.77144041492315,-5.2017265927564
"ppy-miR-328_st",0.302058823529411,2.23518518518519,1.2266618965839,0.230023815403049,0.77144041492315,-5.20177304733428
"mtr-miR2603_st",-0.105,0.708888888888889,-1.22617560744368,0.230203929944864,0.77184412613215,-5.20231450750412
"cre-miR906-5p_st",0.367647058823529,2.14148148148148,1.22613562256817,0.230218744469823,0.77184412613215,-5.20235902027128
"ptr-miR-519d_st",0.109411764705882,0.718888888888889,1.22593644592556,0.230292550694857,0.771876773218633,-5.20258073241495
"cin-miR-4107-5p_st",0.112411764705882,0.747777777777778,1.22583750759193,0.230329219537609,0.771876773218633,-5.2026908530169
"1367480_st",-0.0832941176470591,0.805555555555556,-1.22575805288419,0.230358670462279,0.771876773218633,-5.20277928216446
"dps-miR-971_st",0.112235294117647,0.626666666666667,1.22555140048976,0.230435282076656,0.771876773218633,-5.20300925208924
"ENSG00000222489_st",-0.166529411764706,1.93814814814815,-1.22554783267503,0.23043660492931,0.771876773218633,-5.20301322217307
"bol-miR172b_st",0.114411764705882,0.717037037037037,1.2254978678419,0.230455131183903,0.771876773218633,-5.20306881943023
"gga-miR-302c_st",0.109647058823529,0.667037037037037,1.22540537910539,0.230489427644683,0.771876773218633,-5.20317172888088
"hp_hsa-mir-220b_s_st",0.141176470588235,1.07888888888889,1.22517659088302,0.23057428278902,0.77203607688057,-5.20342626493078
"gga-miR-1638_st",-0.0795294117647058,0.575925925925926,-1.22495346260253,0.230657061249653,0.772188376755913,-5.20367446323879
"bta-miR-2314_st",-0.12835294117647,1.05518518518519,-1.22465916307408,0.230766277590341,0.772383857843161,-5.20400176771896
"cin-miR-196-5p_st",-0.0904705882352941,0.547037037037037,-1.22459509870318,0.230790057397645,0.772383857843161,-5.20407300745048
"rno-miR-505_st",-0.159529411764706,0.955555555555556,-1.22431020712255,0.230895827425764,0.772612961001596,-5.20438976729781
"bmo-miR-3430_st",-0.112529411764706,0.868148148148148,-1.2240412104181,0.230995729558898,0.772822358417602,-5.20468879390678
"hp_hsa-mir-1301_st",-0.130176470588235,1.14703703703704,-1.22371473285721,0.231117022848649,0.773103243150909,-5.20505163960031
"mne-miR-181b_st",0.122352941176469,8.14703703703704,1.22346552554571,0.231209640688719,0.773288131174386,-5.2053285493713
"mdv2-miR-M22-star_st",-0.158647058823529,0.871111111111111,-1.22336213807414,0.231248072769862,0.7732917627217,-5.205443414865
"dme-miR-995_st",-0.133058823529412,0.742222222222222,-1.222865883885,0.231432611196504,0.773783892690912,-5.20599464237192
"rno-miR-496_st",-0.115941176470588,0.87,-1.22256887554554,0.231543110217636,0.774028356500867,-5.20632445680464
"hp_hsa-mir-429_st",-0.141588235294117,0.951851851851852,-1.22212513855874,0.231708271714305,0.774208955287704,-5.20681707362273
"hsa-miR-3189_st",0.150470588235294,0.930740740740741,1.2221020663308,0.231716861741867,0.774208955287704,-5.20684268300645
"ptr-miR-1274b_st",0.536588235294118,2.59185185185185,1.22208052370901,0.231724882496395,0.774208955287704,-5.20686659419018
